0.001,1.7796244669576426,1.5132592647251293,1.448134556736621,1.4241294909325897,1.4134192980918578,1.4028971697322035
0.0031622776601683794,1.7851405935789915,1.524616720699326,1.4618929231391788,1.438852803097076,1.4285002339605952,1.4182689385746947
0.01,1.8011471688062162,1.5565851170477416,1.499422019931958,1.4780900463782072,1.468099695372909,1.4583376431180317
0.0316227766016838,1.8401882974705883,1.6290756166149891,1.5783113617402118,1.5562272003238116,1.5443438082545753,1.5342333243811213
0.1,1.8979609744150732,1.7267939746309993,1.6706044364097088,1.6386350037410207,1.6195675195944599,1.6067901716579684
0.31622776601683794,1.89075712594637,1.7485765014838681,1.6783884594715712,1.633577492528061,1.6065069249158435,1.590505793965759
1.,1.7085952660437131,1.611123242690024,1.5429134299520109,1.4948273716799212,1.465010740952852,1.4479093764423832
3.1622776601683795,1.4083134306236604,1.3714963794400603,1.327157800906239,1.2896741884623486,1.265106584706057,1.2509053424769896
10.,1.177771137524825,1.1738409732714408,1.1589943669680953,1.1407974993345824,1.1271867999986767,1.1189427683139161
31.622776601683796,1.0811570393409322,1.0818002050244404,1.0806414699939075,1.0756353091859943,1.070287651759033,1.0665628366109505
100.,1.052900823078303,1.0529292929534497,1.0534285020081873,1.0528024681325483,1.0512382725250875,1.049766599908323
316.22776601683796,1.045039429381821,1.0449569306019786,1.0451343676208902,1.0451883396268777,1.0448980448301328,1.0444151514608881
1000.,1.042713148974297,1.042672811767061,1.0427138283968598,1.0427533637803594,1.0427345808389785,1.0426215282737956
