0.001,1.1119917799841725,1.1094901789086051,1.1095949286563265
0.0031622776601683794,1.111996374002982,1.109505921026595,1.1096338067824354
0.01,1.1120423021584434,1.1096626275853025,1.1099998192696727
0.0316227766016838,1.1125003542954026,1.111163922594876,1.1125214197430817
0.1,1.1169627237687756,1.1223165372414132,1.1219208717110845
0.31622776601683794,1.1530865093194398,1.1646357439217387,1.1508285001639156
1.,1.289477533412,1.264206288844939,1.238876148512761
3.1622776601683795,1.343441853884446,1.319889657854439,1.30724163316957
10.,1.2031065537513312,1.2015915935562254,1.2004462509792602
31.622776601683796,1.1121197220510899,1.1102155435170895,1.1102068700582326
100.,1.0926340393263323,1.0878989348616144,1.0871785752686551
316.22776601683796,1.090414700276007,1.0852751061129662,1.0844415949623305
1000.,1.0901896100095474,1.085008006290464,1.0841626212236966
