nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan 0.000000000000000000e+00 0.000000000000000000e+00 nan nan nan nan nan nan 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 nan 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
nan 0.000000000000000000e+00 9.609101249999996500e-04 9.588045054945051448e-04 nan nan nan nan nan 0.000000000000000000e+00 8.423924637681151325e-04 6.459202654867269178e-04 1.144999714285717006e-03 nan 3.523412499999988316e-04 7.864097393364921596e-04 8.583997435897439566e-04 6.322642285714289313e-04 7.641494642857138159e-04 6.986596803652980834e-04 8.902574893617021864e-04 7.132271035940803425e-04 6.991785882352952782e-04 6.069380645161313783e-04 6.066740540540560165e-04 7.174619386503064281e-04 6.883252564102560313e-04 9.321208064516135370e-04 7.431636681222676070e-04 8.571985534591235710e-04 7.196469230769233843e-04 6.498891603053443683e-04 8.468367307692311599e-04 7.439749799196789318e-04 7.033253009259255416e-04 8.236577102803755226e-04 8.239082558139539363e-04 7.174182799999983878e-04 8.209014035087688985e-04 6.172607428571436463e-04 7.616490973451332412e-04 7.033016961498447274e-04 7.513562534818945529e-04 6.781376831683180208e-04 7.484250652431777675e-04 8.916034003091177036e-04 6.869068965517243939e-04 6.650272995090019106e-04 1.099473118279564645e-03 7.633793103448269961e-04 8.796237712243089747e-04 7.389981916817382323e-04 7.153644067796594529e-04 7.388291384317526977e-04 7.392027620841174927e-04 8.016080231996093207e-04 7.364780383795289844e-04 7.309373913043485955e-04 7.716785575804571001e-04 7.745309789343236308e-04 7.077979323308235737e-04 7.824447748513150332e-04 6.885372217958542771e-04 7.550371607515613285e-04 7.570593304607199083e-04 7.184414046549581975e-04 7.178392932267509954e-04 7.927681950509454572e-04 7.637181903864259528e-04 8.139803972817577938e-04 7.392390903503386892e-04 7.813124752475224775e-04 7.459579055441456366e-04 7.469453038674026468e-04 7.791512915129160822e-04 7.590229486901911137e-04 7.911444805194823042e-04 7.504511428571415503e-04 7.406729830605811261e-04 7.365277953253338613e-04 7.655543789984623837e-04 7.791975603288280689e-04 7.126680351906163318e-04 7.819527171587541863e-04 7.282171497584541972e-04 7.675049410264590290e-04 7.158588235294155487e-04 7.639876719671272751e-04 7.501749209694424632e-04 7.490384864864873182e-04 7.496669832826780054e-04 7.545247385358041419e-04 8.200524369016561716e-04 8.057207471159140606e-04 8.492652263374511493e-04 8.136448009748238792e-04 9.475913736713024657e-04 9.704912432807294128e-04 1.135864376130198052e-03 1.221938030827308258e-03
nan 1.176489999999999871e-03 1.363898620689654945e-03 1.495839448818897304e-03 nan nan nan nan nan 3.853333333333289483e-04 1.272983676470587763e-03 1.465817544910179163e-03 1.640602372881355469e-03 nan 1.010307638888888844e-03 1.446406916802610299e-03 1.553435936454847840e-03 1.297382581261952335e-03 1.248976797945206387e-03 1.436913026706228757e-03 1.633154104683197817e-03 1.509790115774240025e-03 1.334772125984252890e-03 1.094791052631581725e-03 9.870219444444458621e-04 1.425980244897958552e-03 1.521692885821833907e-03 1.615209791666666513e-03 1.122814624277459561e-03 1.383254232365149902e-03 1.376135076252721920e-03 1.146326587677725306e-03 1.455354070796459256e-03 1.491867957559680873e-03 1.295882170542636156e-03 1.534049047619045645e-03 1.542516155698235407e-03 1.148761079136689919e-03 1.535655573770490891e-03 1.539621868131866873e-03 1.664167345238095523e-03 1.487723303009095069e-03 1.549821429880842132e-03 1.294214566929133324e-03 1.617823526570045167e-03 1.435196146044624439e-03 1.597400476190474327e-03 1.476444611111110651e-03 1.433238976897687183e-03 1.399406127258442456e-03 1.502199757869244427e-03 1.395229761904765407e-03 1.367301826846697684e-03 1.580869035867059911e-03 1.397006625258799279e-03 1.664405116580306701e-03 1.511472536806340080e-03 1.483351234922458163e-03 1.476780690371136580e-03 1.548528329500310687e-03 1.414646968297933894e-03 1.462885851183764237e-03 1.438239259068689688e-03 1.525262879420771333e-03 1.517730614973260370e-03 1.369435240151107777e-03 1.497092841163309360e-03 1.522328090975074788e-03 1.427936395759716757e-03 1.543937027264733006e-03 1.491915296052622429e-03 1.516502766798415430e-03 1.496731102003637150e-03 1.493387938959362619e-03 1.573374650349647613e-03 1.503763575967656356e-03 1.511673750170282066e-03 1.500835285228553509e-03 1.537734079505973656e-03 1.440066624895562641e-03 1.496489946777049057e-03 1.538947099277016874e-03 1.465273167894520995e-03 1.517538417513236790e-03 1.517387745177494829e-03 1.512499895331790092e-03 1.538343436971513619e-03 1.479905651397983623e-03 1.481162127410875747e-03 1.504202751110475089e-03 1.483472819859966811e-03 1.520726636143284989e-03 1.586242088376845199e-03 1.533915814417566217e-03 1.550141169931918252e-03 1.666806823027730446e-03 1.801725208730046600e-03 1.855705248116409608e-03 2.175164819189540685e-03 2.270635273471763478e-03
nan 2.177999999999959835e-05 1.773610198675496311e-03 2.089816441717789932e-03 nan nan nan nan nan 4.331883333333370477e-04 1.996326728624534929e-03 2.009353049327354881e-03 2.211208101265822214e-03 nan 1.939644414414411775e-03 2.198437318932658195e-03 2.272232524630541598e-03 2.075979612625534869e-03 2.033939935483872891e-03 2.216244760869567031e-03 2.005019165818919605e-03 2.097799287686363465e-03 2.252728424153166431e-03 2.134865647058828506e-03 1.481462068965514519e-03 2.091170315009264168e-03 1.923835114285713096e-03 2.280551151079135766e-03 1.869810000000000179e-03 2.353399999999999850e-03 2.072236935749587495e-03 1.859285533333331075e-03 2.899842977624782041e-03 2.327107945736434612e-03 2.365443632075469281e-03 2.475979937106919087e-03 2.410971598765435271e-03 1.877748477508648121e-03 1.915499164086682804e-03 2.315988194070083082e-03 2.362561659272409235e-03 2.210455951245359884e-03 2.167253826146475076e-03 2.145586234146343915e-03 2.356246149181321151e-03 2.278505355776588859e-03 2.635292022792022192e-03 2.236057647058817613e-03 1.850511052631578345e-03 2.154131672597863791e-03 2.250234539624368889e-03 1.956909814323605674e-03 1.850840989399290442e-03 2.281651730146871775e-03 2.231901268956973123e-03 2.306798685491725544e-03 2.260123057270612031e-03 2.154323132891071066e-03 2.151267888477293583e-03 2.340290638836188021e-03 2.215112098427886918e-03 2.284686159023980364e-03 2.221568945538821439e-03 2.348216187880067165e-03 2.263684760620375460e-03 2.172820605331727238e-03 2.190755532359082991e-03 2.238757410438270250e-03 2.141444617057649928e-03 2.274890332847116954e-03 2.164768100247535607e-03 2.224574157967313271e-03 2.232854081632665300e-03 2.271563137579285518e-03 2.355986344537829708e-03 2.233759701653883958e-03 2.258339007531213766e-03 2.228136108774893959e-03 2.284531504065059893e-03 2.267519290603620119e-03 2.294829344317059639e-03 2.221746742135065778e-03 2.212899563953497559e-03 2.263154640283913423e-03 2.349641511741682853e-03 2.211773395204960982e-03 2.343401869158882184e-03 2.229145974349843948e-03 2.271037982456149476e-03 2.322253014619580971e-03 2.321271155508605310e-03 2.299721581715223531e-03 2.383012153728255277e-03 2.363160524316110060e-03 2.192278293522491664e-03 2.429865804188145132e-03 2.564337504265737974e-03 2.672807030353612119e-03 3.057985056603789407e-03 3.242196536558549034e-03
nan 9.347866666666665913e-04 2.651605721925134277e-03 3.042532448979592356e-03 0.000000000000000000e+00 nan nan nan nan 1.209659999999997820e-03 2.453830863095237801e-03 2.372981135135140193e-03 2.105772079207925054e-03 0.000000000000000000e+00 2.950629794520545895e-03 3.378937730569947246e-03 2.935127893203879398e-03 2.769278521939954382e-03 2.734594217616577883e-03 2.988616404109591205e-03 2.756905222929934961e-03 2.894905345911956331e-03 3.015691607565007450e-03 4.357122831858406542e-03 1.725441183431952437e-03 2.718047368946581964e-03 2.597942709132769652e-03 2.944249057591618018e-03 2.507451669595785020e-03 2.717234823232323251e-03 2.803921167785239279e-03 2.503467664974617576e-03 3.031701520223148340e-03 3.261839969040248536e-03 3.059322941738301226e-03 2.984351496815284763e-03 3.228717916666669525e-03 2.502090743155153951e-03 3.163051846153847567e-03 2.682486129707116994e-03 3.101062392073616978e-03 2.755588446436195525e-03 2.923498597926894264e-03 3.058409945226921688e-03 3.012151177908111658e-03 3.097283788895663359e-03 3.152530361990949111e-03 3.066248971583223747e-03 2.450885711864409303e-03 2.925223342939480432e-03 2.980272895125556532e-03 2.911740323715695210e-03 2.427483062645010518e-03 2.963607630522094652e-03 3.131402069475253385e-03 2.957872315501773857e-03 2.959840656522494829e-03 2.842313306177879882e-03 2.878562226391514784e-03 3.120134529718718210e-03 2.973097847712068576e-03 2.930621344537828396e-03 2.941386027143743243e-03 2.986615113941028243e-03 3.041424382926504345e-03 2.996487505968494468e-03 2.816676147704612592e-03 3.051327217125390529e-03 2.876230769230778920e-03 3.029642302372594770e-03 2.988041651125213950e-03 2.950011306532682696e-03 3.187048787098537006e-03 3.067477320384062039e-03 3.012204697986572716e-03 2.920238222836897286e-03 3.071761001580587333e-03 3.057389736168317478e-03 3.068014082867798979e-03 2.960704982733112101e-03 3.031133960573476321e-03 3.066381047538915480e-03 2.982734599351560909e-03 2.954128083899254607e-03 3.224152995755604368e-03 2.920697674418624122e-03 3.098833267483194938e-03 2.952841304811323203e-03 3.099914245416092451e-03 3.112666949080755870e-03 3.132969903288195749e-03 3.110623188405800370e-03 3.086904283216805600e-03 3.178753775392876950e-03 2.973935349148023027e-03 3.183297018246554737e-03 3.229521017802221023e-03 3.424589315235361704e-03 3.874471812774759813e-03 4.088713146385399358e-03
nan 1.443540000000004654e-03 3.403936167400882420e-03 4.336832079646019480e-03 2.441222499999990032e-03 nan nan nan nan 1.296774545454548603e-03 2.868470653266332222e-03 2.924594497751123283e-03 3.166302926829268026e-03 2.803333333333144851e-06 3.554274598930477324e-03 4.123576737213400893e-03 3.764300766773165732e-03 3.277843123791097067e-03 3.372773780487809715e-03 3.094020249999997110e-03 3.750962634017212909e-03 3.550019803847603243e-03 3.754157986179668897e-03 3.757901241379309459e-03 2.283479082969429655e-03 3.339362647674900923e-03 3.502210680492544217e-03 3.966027306122443807e-03 4.087381114369504492e-03 3.673405502092051342e-03 3.840169749430521594e-03 3.218210303643728645e-03 4.156239988193617153e-03 3.585613504492940126e-03 3.507708004807696782e-03 3.235844562982005072e-03 3.670389991334490221e-03 3.001010904365905216e-03 4.297968424507657426e-03 2.707470265339966594e-03 3.748666313281717299e-03 3.533509315902585990e-03 3.736193545454541843e-03 3.738912181818192064e-03 3.663139696596972965e-03 3.513908281092008225e-03 3.385549236499067142e-03 3.553323848346637889e-03 2.851310289093292837e-03 3.849834546925566797e-03 3.731926973275341390e-03 3.327974507531856422e-03 2.998555854126673439e-03 3.616411347517743246e-03 3.924235042735045413e-03 3.711552897135415776e-03 3.852108804581256141e-03 3.604037526352779977e-03 3.624969374513373026e-03 3.900920325551529306e-03 3.796502619368364966e-03 3.747851493479184993e-03 3.543109046642756946e-03 3.802274220489982193e-03 3.987916253887813754e-03 3.670957435627960220e-03 3.570428314668889960e-03 3.858431887228108530e-03 3.709480969571952915e-03 3.851716384683897838e-03 3.785549958454538424e-03 3.608006120588625430e-03 3.883015320491161465e-03 3.770407608196286661e-03 3.784978749453469810e-03 3.639328253055363824e-03 3.947571528555463699e-03 3.829163480977772378e-03 3.814307430129539479e-03 3.627756605120886768e-03 3.758556605188187894e-03 3.866328279730104570e-03 3.733094227259636626e-03 3.770635965856113016e-03 4.088963848444757306e-03 3.648638278572867519e-03 3.857235881497149670e-03 3.728877050636656993e-03 3.709365493289385526e-03 3.820581573761257232e-03 3.833928174654434914e-03 3.846963498715700799e-03 3.750851407375076739e-03 3.928414845758343432e-03 3.780401572611502125e-03 3.900040938741855968e-03 4.152241882093317751e-03 4.271677484483677768e-03 4.683175785665840904e-03 4.907866164683037484e-03
nan 5.067136666666677454e-03 3.395428143939396674e-03 4.995349073359072779e-03 2.919808333333323482e-03 nan nan nan nan 2.596372666666660681e-03 3.357101883116880760e-03 3.717173286264446007e-03 4.283656382978720187e-03 4.016699999999949803e-04 4.053991196581193009e-03 5.156207424593962745e-03 4.453298443235895535e-03 3.972091690024729706e-03 4.379374072672214714e-03 3.893559757225429491e-03 4.784076989247315094e-03 4.296866613376847457e-03 4.300276243654829397e-03 4.182142666666669589e-03 2.638146148648649880e-03 4.016010745027123741e-03 4.351798284753357650e-03 4.399033478260870253e-03 4.586396269035539035e-03 4.415059700704230573e-03 4.237324970238095373e-03 4.260936328903657672e-03 5.477808203530632261e-03 3.978172651515155499e-03 4.100586197377503912e-03 3.762796813304718820e-03 4.284257416540210826e-03 3.750839291882556055e-03 4.548783733333332246e-03 3.180219034482756682e-03 4.071460732206866155e-03 4.123548360148524168e-03 4.350450327102807144e-03 4.267813121546970914e-03 4.774641290437258920e-03 4.209188101157313421e-03 4.080271293103448528e-03 4.599236795827123421e-03 3.267159872611471311e-03 4.448265499124350215e-03 4.772087506731303129e-03 3.743129946262820692e-03 3.527773216031290619e-03 4.377399387576559955e-03 4.675549540170050380e-03 4.511499301870994759e-03 4.674065664654443279e-03 4.456646776323678824e-03 4.296752797783947447e-03 4.615685928254452050e-03 4.531803165688026713e-03 4.353783067514107111e-03 4.128119246861936681e-03 4.421825621505902186e-03 4.628821705426364001e-03 4.465339506172832408e-03 4.243459117264248431e-03 4.534919160432256992e-03 4.525165239650481147e-03 4.704164253428358422e-03 4.708246891493012357e-03 4.318615880782945317e-03 4.276803275548354995e-03 4.525114014251812623e-03 4.575148042811181051e-03 4.385493515274470518e-03 4.698285195716612149e-03 4.576103402320509141e-03 4.514811120401372550e-03 4.324217994279276958e-03 4.453046702409409717e-03 4.486386436867740093e-03 4.423462730627302983e-03 4.463371714179924232e-03 4.937009811589041647e-03 4.325656319480094061e-03 4.554050142287950978e-03 4.399694954011818329e-03 4.452714942180441282e-03 4.539979217971031392e-03 4.520609031326372138e-03 4.592859698899816843e-03 4.533721154444200589e-03 4.518135033259368730e-03 4.558886389402693959e-03 4.703361349970900870e-03 5.006832479333176572e-03 5.001924364782318541e-03 5.402472550591078983e-03 5.951300596603956855e-03
nan 3.186407999999997347e-03 4.984048970099664265e-03 6.988661591695506138e-03 5.628332500000003853e-03 0.000000000000000000e+00 nan nan nan 4.185811666666664800e-03 4.297601363636364795e-03 5.115846704545450041e-03 4.220105529411763597e-03 7.697944444444476848e-04 5.425883250883394189e-03 5.552487997265893177e-03 5.236670213776730386e-03 4.554847888647860048e-03 5.180221427618407308e-03 4.445629871414439292e-03 5.194658761105630344e-03 5.070758880876847022e-03 5.262807883049589602e-03 4.852193256880734870e-03 2.969514784946237704e-03 4.748444926282061572e-03 4.422463798335786109e-03 4.754884687499992720e-03 5.584002192090398511e-03 5.286899221556885971e-03 5.195620246696034013e-03 5.452675633802820700e-03 6.219645465437784008e-03 4.808285098406755650e-03 4.905340048514248395e-03 4.627897463099632167e-03 4.895998843813402328e-03 4.147676029411759800e-03 5.811496288135588502e-03 3.667966235154393722e-03 4.763906285329745117e-03 4.977078752043600368e-03 5.075849747870542737e-03 4.738100647171622146e-03 5.679146434619015624e-03 5.196500998877673881e-03 4.400624390406399598e-03 5.454859348692954121e-03 3.898398670166217626e-03 5.161631408276722184e-03 5.631387297039164817e-03 4.429360994102774299e-03 4.542688065610870490e-03 5.332995637670014111e-03 5.608313227513239338e-03 5.443933929884759229e-03 5.282084420485199869e-03 5.166009020348232700e-03 4.998717431192675927e-03 5.316670065252884596e-03 5.263283953359274014e-03 5.018471104608639502e-03 5.031631604412650088e-03 5.083376191462923334e-03 5.396557313980966837e-03 5.299583431488041549e-03 5.052841474749586621e-03 5.164993576404629423e-03 5.294754372388195407e-03 5.394129528802836700e-03 5.488187038491755196e-03 5.001902668607495668e-03 5.002552011326755026e-03 5.314367658329288181e-03 5.260769987619712783e-03 5.146716499838495211e-03 5.534222825797487783e-03 5.327951705320604914e-03 5.290068849089806478e-03 4.952372733428629485e-03 5.248615458937198885e-03 5.097011892315709419e-03 5.296513523182591957e-03 5.270689690610062469e-03 5.773260231177685178e-03 5.060544277576385641e-03 5.322852340276687348e-03 5.246353514668487122e-03 5.290441479711417185e-03 5.381655981112189700e-03 5.276964463051225275e-03 5.352919052919071288e-03 5.204268582000167419e-03 5.272651782235989251e-03 5.348035641494571120e-03 5.457216180898756888e-03 5.651587191821959809e-03 5.776150704966892015e-03 6.175726608319043014e-03 7.040643012625179623e-03
nan 4.792701666666662752e-03 5.164264718100894727e-03 6.420382670807452639e-03 5.578366666666662380e-03 2.311999999999943644e-05 nan nan nan 3.346612499999994644e-03 5.345514881355930940e-03 5.905208149284240683e-03 4.588192227722775150e-03 2.089181666666672672e-03 4.821498459214499342e-03 6.427237001223992836e-03 6.446836874340021450e-03 5.516024518613611705e-03 6.184833052064627607e-03 5.007008905172409541e-03 6.264200723049960333e-03 5.675301980326159443e-03 5.824037360838258369e-03 4.958905923076920019e-03 2.984584569536420390e-03 5.200396117816105321e-03 5.182935596330287727e-03 5.313150658536583762e-03 5.495270437436425640e-03 5.609306492829205064e-03 6.529084769841269828e-03 5.926370255474458677e-03 7.183135594347468157e-03 5.151310724876444549e-03 5.850546329526919512e-03 5.663144443554847529e-03 5.466862136752141145e-03 4.711738617363344511e-03 6.924224781954896324e-03 5.005126879581168683e-03 5.856747029188344271e-03 5.661599800874205293e-03 5.973233007290411865e-03 5.284878846641336697e-03 6.505248661793663206e-03 5.948494274783773343e-03 4.981407308798163451e-03 6.113116181307669435e-03 4.733548389955685547e-03 6.083416157471584727e-03 6.567436978386465875e-03 5.395287564766846483e-03 5.095368657835567562e-03 5.891530403855009188e-03 6.049598157051304034e-03 6.379090601092903337e-03 6.203568927368945975e-03 5.864267792521148798e-03 5.546529769033378340e-03 6.039763219398179388e-03 5.817288057356154868e-03 5.535279481241333829e-03 5.734807556283976968e-03 5.794572332233251764e-03 6.095256680731342240e-03 6.151425405688370346e-03 5.578350009145822269e-03 5.972958476953932512e-03 6.247143752582975246e-03 6.081516196760644588e-03 6.077105653512441391e-03 5.523266214825025590e-03 5.757602682189967395e-03 6.098158769690505999e-03 5.971027201848036828e-03 5.985410780046777207e-03 6.326293235588082223e-03 5.963777596519810945e-03 5.884214103653358056e-03 5.646990983823861956e-03 5.948946983174819431e-03 5.909095850718508285e-03 5.867078289557087038e-03 5.978557750686550910e-03 6.602344675628830234e-03 5.914207165615409725e-03 6.194768192148232891e-03 5.914946113004183187e-03 5.874517382574113988e-03 6.018697028874214587e-03 6.136199245839077561e-03 6.092382527413205476e-03 6.014473112569905001e-03 5.928609602433129906e-03 6.086034500395124357e-03 6.167056270259238353e-03 6.278791063190566207e-03 6.654534476391369205e-03 6.857295635735943286e-03 7.916270824699546058e-03
