0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.970000000000000195e+00
2.545650909090909075e-01 2.096230661165049414e-01 1.262887456747405213e-01 1.231108040808081283e-01 1.349745280743241682e-01 1.467607745522389040e-01 1.554032981934733715e-01 1.447102791687870926e-01 1.500710807533413016e-01 1.482585090702949193e-01 1.485972458282861230e-01 1.510607852919710337e-01 1.416765957709482660e-01 1.445414005440854022e-01 1.516739008656587118e-01 1.430212044922370695e-01 1.487735374876748007e-01 1.459007300736826218e-01 1.514579543409282636e-01 1.442254348276902354e-01 1.509419066513199015e-01 1.541501467671418657e-01 1.563439873328885399e-01 1.605745452597163170e-01 1.614594594004275241e-01 1.536213594394915116e-01 1.405397537620010073e-01 1.203795487278099124e-01 1.287534958094746773e-01 1.392846165224661814e-01 1.458699654225426301e-01 1.491795691182323802e-01 1.496132716162701937e-01 1.499742012098775334e-01 1.501706052233413302e-01 1.507345664986222411e-01 1.496203939868873123e-01 1.492138791512512830e-01 1.502183289394983523e-01 1.493500573991775049e-01 1.502142355655985972e-01 1.497794069805208628e-01 1.503084576437657971e-01 1.501542894429579444e-01 1.504497029693790677e-01 1.492428107933105041e-01 1.495019201746747850e-01 1.481658447978106696e-01 1.441902699753363215e-01 1.358640694839925445e-01 1.226021819493598730e-01 1.128598379130556217e-01 1.321273145138703309e-01 1.550430472510785362e-01 1.576604064108578229e-01 1.574262308508580788e-01 1.523049930033420485e-01 1.518100400137806505e-01 1.511660922644380567e-01 1.495003786011885327e-01 1.503343278057992505e-01 1.518629926200476543e-01 1.509372630395269532e-01 1.503255032885928988e-01 1.517778261082653457e-01 1.502143594211055588e-01 1.506837397527757971e-01 1.511464039490935385e-01 1.497328382242174571e-01 1.509078891803007638e-01 1.499771524774237696e-01 1.502385210231673429e-01 1.504995483947980384e-01 1.494753472779256354e-01 1.502570534611554487e-01 1.489124707140598303e-01 1.515182353377849678e-01 1.497393191765735432e-01 1.496428167354749428e-01 1.492118270127152369e-01 1.509368487837257633e-01 1.500036652058326925e-01 1.502002884646710112e-01 1.503159040159502413e-01 1.507767854958685649e-01 1.513201543063124599e-01 1.504921837357683367e-01 1.494726974865648039e-01 1.502952467265252778e-01 1.500266545427074993e-01 1.502786042781641129e-01 1.493614182385903932e-01 1.500431166242182923e-01 1.504829818092121574e-01 1.491854319801881046e-01 1.499653917708561046e-01 1.499226899800962243e-01 1.492710083436089297e-01 1.505160808668530859e-01 1.494011464679169954e-01 5.969999999999999751e+00
4.223751099999999981e-01 5.282734015909090752e-01 3.361702031300810023e-01 2.766957469757174715e-01 2.574598717314486862e-01 3.015486124714831795e-01 3.016633969221699796e-01 3.061614863551405108e-01 2.994164120815586694e-01 3.020479183356003516e-01 3.001208214926966988e-01 3.037610508515807828e-01 2.897503902994485458e-01 2.953911260286612994e-01 3.023560487946523878e-01 2.879563562295429091e-01 2.994984275704979382e-01 2.986265341432076115e-01 2.994015329232068146e-01 2.976150835383915005e-01 3.086042846756938407e-01 3.158090622457425112e-01 3.243416870957901987e-01 3.330546184372442098e-01 3.270256216674894967e-01 3.088367596644392976e-01 2.887230672937164400e-01 2.490571906586226125e-01 2.467622865923360664e-01 2.608695267481873081e-01 2.753421402647149296e-01 2.875233883496406961e-01 2.938806933492781881e-01 2.969829829193267323e-01 2.992756376552380693e-01 2.992555358016995570e-01 2.997820038897369699e-01 3.000677673299170789e-01 3.004270262661490332e-01 2.995616553631910706e-01 2.995832462680499964e-01 2.996614792419777240e-01 2.999806370110539300e-01 3.014461621757684173e-01 2.989708179312264846e-01 2.967018436298360373e-01 2.904986723340862720e-01 2.814712612994355045e-01 2.661877142822995923e-01 2.473175994314688875e-01 2.300564299801018120e-01 2.284393509355795160e-01 2.694638556125207307e-01 3.114322352237174352e-01 3.216980017444102113e-01 3.263601224471739948e-01 3.176748081607171925e-01 3.147998967793795289e-01 3.055184202086496104e-01 3.019589532311805491e-01 3.050468338703438698e-01 3.026885267154311165e-01 3.030238555683206214e-01 2.994394986672138104e-01 3.008325553658363072e-01 3.013334416342751676e-01 3.002262312258889843e-01 3.021795246432731341e-01 3.006126155735023842e-01 2.988977350644109188e-01 3.020812887392416712e-01 2.985226305724699714e-01 3.014781164101930644e-01 2.996171456454529980e-01 2.995640864790884428e-01 2.981830144446888098e-01 2.996143678429009638e-01 2.999931636965273429e-01 2.993199191543666760e-01 3.017920543650252641e-01 2.992170674633312100e-01 2.986682542362477100e-01 3.010948486485421349e-01 3.012014497414911007e-01 3.009709936907606909e-01 2.985419118928853144e-01 3.016911045325770813e-01 2.977607376401912864e-01 2.997240745445106103e-01 3.007965735119989548e-01 2.992431096991746142e-01 2.988459445505732281e-01 3.004402847844481195e-01 2.998325952686693996e-01 2.995131142535319424e-01 2.991200781652714191e-01 2.993251493811383557e-01 2.974207457788732301e-01 3.014890677371869776e-01 3.009305769064659630e-01 8.970000000000000639e+00
7.538149287499998907e-01 9.113283132926831565e-01 5.768782630837003822e-01 4.522046177209304019e-01 4.126555956931609592e-01 4.190515837483611561e-01 4.420817903579959962e-01 4.573015406029282137e-01 4.454245794336177955e-01 4.299203363384747623e-01 4.375828209921478473e-01 4.595534825729918338e-01 4.345694823771992787e-01 4.467129895336410250e-01 4.617815335524885767e-01 4.428735609441892818e-01 4.415951371445457352e-01 4.467285066106186919e-01 4.549105203409275489e-01 4.606895529413552737e-01 4.759812886431961654e-01 4.968376472802568666e-01 4.977734180394186025e-01 5.025528063037859594e-01 4.898977235233049621e-01 4.640641005898124005e-01 4.411489727630705793e-01 3.900521684827829572e-01 3.734096702027644987e-01 3.827630875119001352e-01 3.982775295939093296e-01 4.182008392648971506e-01 4.300349169473917654e-01 4.374095100225975363e-01 4.463010384263435548e-01 4.469207020057034407e-01 4.487342128235403682e-01 4.473648432830403809e-01 4.484864735902848176e-01 4.493592905934212234e-01 4.502249995911566938e-01 4.485489273027306600e-01 4.496641757807841033e-01 4.458295322401671923e-01 4.409105308080765173e-01 4.340445687312931566e-01 4.195062995596711697e-01 4.031116158307351260e-01 3.773835715196203755e-01 3.542089781842525098e-01 3.397470804977604231e-01 3.478110668973735109e-01 4.058318137545054993e-01 4.665471479621403073e-01 4.835714655506695991e-01 4.969483779305567395e-01 4.951941106767222545e-01 4.865907634596381426e-01 4.698265928171392325e-01 4.595459990589328969e-01 4.616797009225901971e-01 4.555687611783346136e-01 4.539067546814658516e-01 4.510634032270809946e-01 4.502052315025630858e-01 4.513707592306408500e-01 4.505958650657461706e-01 4.522847159892022240e-01 4.517586373263874910e-01 4.523250915189901411e-01 4.498476027387655618e-01 4.463253190591048858e-01 4.495034914300897744e-01 4.480197824259813943e-01 4.500418286728088413e-01 4.480490555916015749e-01 4.490388593517995464e-01 4.512104591341570825e-01 4.474944039795962225e-01 4.501995090696145896e-01 4.485419611291535102e-01 4.474905196083359682e-01 4.490816677096436393e-01 4.501050204857793835e-01 4.535112216389639572e-01 4.505852643708809224e-01 4.525841560404047503e-01 4.470273298654787175e-01 4.495633602824393726e-01 4.502253276491623435e-01 4.463485969632410844e-01 4.494582335008102114e-01 4.511574830676139958e-01 4.479377514839117391e-01 4.463040076837458958e-01 4.485700693709934739e-01 4.480772338521506470e-01 4.483217205425278906e-01 4.517018522631799371e-01 4.529023702503554016e-01 1.197000000000000064e+01
1.194029889999999927e+00 1.207011480123456604e+00 7.775760987677730052e-01 6.728120644525552585e-01 5.779927743833016551e-01 5.873800402818799560e-01 5.880980818359855533e-01 6.420619031118875997e-01 5.871153209185545618e-01 5.484948282572990053e-01 5.686510581675017217e-01 5.899040191661596433e-01 5.865993167866523361e-01 5.983286526002437045e-01 6.196908889392949149e-01 6.067661830109123411e-01 6.006990695977147965e-01 5.900607719365215109e-01 6.354060973704631632e-01 6.279638330471564167e-01 6.629832614434658655e-01 6.775210879486867066e-01 6.771565614987614667e-01 6.758322429702041667e-01 6.586380036424538398e-01 6.164357401283631077e-01 6.000758212162267125e-01 5.352148860845727940e-01 5.027557314634618635e-01 5.072381065797736399e-01 5.192121276807100116e-01 5.452036971186227099e-01 5.633091649145538504e-01 5.730226636561133180e-01 5.891751953646546802e-01 5.923561780101334051e-01 5.950047892634696689e-01 5.965294250779313856e-01 5.960498102572711066e-01 5.967232840005398664e-01 5.997421242686598042e-01 5.955177526492229090e-01 5.912244114313809362e-01 5.846892760819578649e-01 5.750513384480706591e-01 5.615941963504800238e-01 5.379639271977034731e-01 5.152244216768243623e-01 4.855577947359653868e-01 4.593886720686135017e-01 4.508980203107391671e-01 4.692255914725942945e-01 5.408315203350904099e-01 6.160788799475415134e-01 6.405490266921027853e-01 6.669685362474793155e-01 6.753419568015039953e-01 6.622472679034465681e-01 6.404495420602370759e-01 6.251744560916521198e-01 6.242275143830045003e-01 6.118960165107467652e-01 6.059513902319138001e-01 6.036072172118691626e-01 5.959893248997595316e-01 6.046501746990727844e-01 6.016400016691607622e-01 6.027336953027362387e-01 6.007769057425060844e-01 6.037755270890973192e-01 6.003047121905749073e-01 5.927769082934831735e-01 5.972718986866426549e-01 5.957874052831804157e-01 6.004512312624444847e-01 5.934928410844229063e-01 6.008556895067610482e-01 6.011591355495442546e-01 5.984176666414252610e-01 6.026920376916582445e-01 5.990702311381795875e-01 5.979038181519441553e-01 5.970911901626527740e-01 5.995916998262663666e-01 6.040102070227103548e-01 6.006721532762766547e-01 6.032262668504554393e-01 5.949659261205736405e-01 6.016879288030480000e-01 6.016246774556330834e-01 5.955407936430288096e-01 5.978431949478941743e-01 6.010408559412522278e-01 5.974871566459312167e-01 5.967752931015755102e-01 5.964655038358798178e-01 5.972718151044987822e-01 6.011242715001949843e-01 6.030458620358314370e-01 6.024606221046009402e-01 1.497000000000000064e+01
1.692212072500000053e+00 1.487096296184210242e+00 1.082228444607842510e+00 9.208186583797471902e-01 8.026207979417484539e-01 7.622426029589044472e-01 7.226078424907063091e-01 8.005693880479153313e-01 7.276483939122367905e-01 6.979006642351857082e-01 7.079947154280571420e-01 7.353345882729203087e-01 7.366918637647985602e-01 7.595314483689860063e-01 7.831392656293847399e-01 7.642313331389024578e-01 7.662642542099036280e-01 7.584315061741934150e-01 8.030473677232087271e-01 8.140176493319227768e-01 8.462498992809756038e-01 8.635993592636903582e-01 8.570842378670717743e-01 8.556633637147912363e-01 8.139558321188135048e-01 7.678990182305553969e-01 7.589399603562607677e-01 6.799894017318086625e-01 6.374498758346403005e-01 6.358440224882675462e-01 6.444360354944933533e-01 6.714942610191980688e-01 6.899382596711168825e-01 7.035737256359327896e-01 7.239829626857853251e-01 7.315667906885849892e-01 7.372639867043159212e-01 7.424991387576177493e-01 7.420961142060328308e-01 7.427360203119690585e-01 7.473615770291598404e-01 7.368147252417674986e-01 7.302349703941725112e-01 7.175637170168334134e-01 6.999694262605949957e-01 6.824011312493838410e-01 6.528546200758075235e-01 6.244990487990362826e-01 5.921483515073253656e-01 5.681428735488955883e-01 5.650755143444240458e-01 5.923083875419092870e-01 6.740488711934733423e-01 7.656878715846988648e-01 7.968784429095797650e-01 8.398637402463022816e-01 8.516049596326333848e-01 8.410870703649270252e-01 8.179865147304902218e-01 7.984214714060383633e-01 7.879444429888988743e-01 7.723644012319450525e-01 7.624709362790661471e-01 7.613062600973068417e-01 7.531849238183712103e-01 7.599834422901197151e-01 7.532927340051794873e-01 7.521155301658153380e-01 7.527931376879175573e-01 7.540830168953581714e-01 7.508753573209626664e-01 7.411717853280358481e-01 7.468457871318564534e-01 7.404208495388528988e-01 7.463261273406222029e-01 7.460146297858439857e-01 7.511335202185317472e-01 7.471080327548295097e-01 7.474574255096043673e-01 7.554451500706470535e-01 7.477099218637965894e-01 7.472814977163627637e-01 7.482538532960858468e-01 7.490998437406820587e-01 7.534437524207542314e-01 7.499165126574778295e-01 7.554627967639454544e-01 7.453546244455534486e-01 7.529701150902493589e-01 7.499467304433921067e-01 7.450438437395658919e-01 7.493709431218178452e-01 7.480526139436463051e-01 7.483237590484130841e-01 7.453953414259860688e-01 7.511760432978609181e-01 7.473016926623481382e-01 7.497948434854170285e-01 7.552305093809882353e-01 7.489839961834710014e-01 1.796999999999999886e+01
1.748778002500000150e+00 1.962429271780821161e+00 1.354060961890546366e+00 1.118002456649076048e+00 1.077409042805610895e+00 9.116994315041795360e-01 8.770342987765291642e-01 9.603662004406477992e-01 8.548561728070168675e-01 8.509814578607644009e-01 8.533785171593372132e-01 8.815558936119615163e-01 8.990113729862959646e-01 9.187662434721213245e-01 9.332861786482342659e-01 9.299061009527808119e-01 9.185818960221007190e-01 9.420927356829783550e-01 9.820973309451443978e-01 9.913590707724865281e-01 1.026409518597154458e+00 1.051681928810402900e+00 1.033278841131211934e+00 1.025815944110128219e+00 9.801966358688867231e-01 9.218110937394805582e-01 9.237242162817924651e-01 8.282005626274118182e-01 7.745784502580996822e-01 7.678999947277318494e-01 7.698524178560905984e-01 7.945446356575190938e-01 8.152351566770605906e-01 8.320111719322228483e-01 8.578612334039124043e-01 8.665627166393913283e-01 8.748014895667940438e-01 8.819661566522113416e-01 8.833847969559126545e-01 8.845756903838364327e-01 8.887256584651966884e-01 8.724013074818262048e-01 8.598839915155905844e-01 8.438760946298766719e-01 8.174714014941242279e-01 7.976629978781663022e-01 7.615901867268952685e-01 7.317079247228817085e-01 6.964721220776153299e-01 6.774178576699694254e-01 6.787887022939770310e-01 7.143984540293102370e-01 8.086166461634988201e-01 9.167161668739216562e-01 9.556016180217216105e-01 1.004356907286509726e+00 1.024655278409606796e+00 1.018041837590172527e+00 9.959681768935642054e-01 9.758269141745411490e-01 9.552748063152172175e-01 9.385149969295958350e-01 9.250125511603849437e-01 9.178029410564424451e-01 9.051781428854329681e-01 9.150241659257021265e-01 9.052850178995273112e-01 9.045532109872602700e-01 9.003826508541473705e-01 9.038041755031561708e-01 9.060724020230775944e-01 8.908834176439244246e-01 8.951754021888930213e-01 8.897070928262991174e-01 9.001405536977071797e-01 8.965341449395555218e-01 9.032989264453424871e-01 8.961084587233407728e-01 8.994027783878272286e-01 9.071253785619433074e-01 8.960881558051952966e-01 8.948398684634620848e-01 8.963676568755281071e-01 9.009979595834914923e-01 9.048247839159963002e-01 9.027064778642839293e-01 9.071090209217878009e-01 8.969601036836062358e-01 9.060737120739337236e-01 9.015956343249379445e-01 8.968530293003961207e-01 9.018670647445022892e-01 8.999201705971391352e-01 8.974058413024270653e-01 8.980418045578212327e-01 9.025447441223228839e-01 8.954593884889481270e-01 8.959089389971376383e-01 9.068289453085752738e-01 8.977774704879972756e-01 2.096999999999999886e+01
1.779846426249999780e+00 2.261782651369864006e+00 1.575177252676768225e+00 1.353443126162162446e+00 1.289806755040982855e+00 1.092564173408134609e+00 1.052700737040302759e+00 1.145280172302092225e+00 1.032995767460417547e+00 9.841879601114214005e-01 1.019975990575668234e+00 1.010236432456407707e+00 1.073431188975982442e+00 1.060371579388253993e+00 1.105963397085438782e+00 1.087326237353616998e+00 1.094273112776791512e+00 1.116576307424412384e+00 1.173092715993250934e+00 1.177410045283446172e+00 1.219138677075155996e+00 1.234217725748960159e+00 1.221581295046653359e+00 1.198873212684101297e+00 1.152163611666398024e+00 1.082099452308072696e+00 1.092216307438929057e+00 9.810789249824790614e-01 9.171300258764859548e-01 9.010856557779346465e-01 8.964400986849336839e-01 9.211959405555466551e-01 9.406494147511451631e-01 9.615611169726996366e-01 9.898990249173863498e-01 1.003019139655441760e+00 1.014973123026847501e+00 1.018988136737684069e+00 1.022335546126558858e+00 1.021811853326427766e+00 1.025725122987723781e+00 1.001784723787678466e+00 9.885456250845497950e-01 9.661392053252653156e-01 9.319591919608122277e-01 9.054731079402068561e-01 8.672007160395415193e-01 8.377096317248322599e-01 8.023122091303817038e-01 7.871304672097445554e-01 7.940294723415798339e-01 8.401572070693080763e-01 9.448065840480937005e-01 1.067803171932981465e+00 1.113974460911563824e+00 1.170878052650337287e+00 1.200237763988843520e+00 1.199578746835072707e+00 1.179456502651566430e+00 1.153765041248213441e+00 1.130508508470623452e+00 1.102014202385352304e+00 1.091703443716137256e+00 1.080369233631011339e+00 1.059511981305241157e+00 1.070200355247367119e+00 1.055534703046040246e+00 1.050127793877654536e+00 1.051533147449600802e+00 1.059602763654518665e+00 1.054427629120606280e+00 1.039564796864577589e+00 1.045122994056776999e+00 1.039828881179275522e+00 1.052905803859068845e+00 1.045857350938552699e+00 1.050203584110528610e+00 1.049864403350990294e+00 1.046318159432361838e+00 1.058962189017331523e+00 1.049872192132402571e+00 1.043488722609374975e+00 1.045349827602031212e+00 1.055168969615694508e+00 1.056135215054540888e+00 1.052802994859790342e+00 1.054641781299207048e+00 1.045088871551709930e+00 1.058108944303034926e+00 1.048395938406278871e+00 1.046104749044915572e+00 1.048100082917297060e+00 1.052620990000979084e+00 1.047845355632668785e+00 1.051501903374388425e+00 1.049836908720725770e+00 1.046274808581617810e+00 1.045782438207993881e+00 1.054725147783447614e+00 1.054955439031714848e+00 2.396999999999999886e+01
1.781586455714285977e+00 2.606397233623188647e+00 1.888638242020725944e+00 1.600890111823205064e+00 1.593770904602511695e+00 1.262256982074390965e+00 1.258111291322207004e+00 1.342636497057194456e+00 1.202037750978884656e+00 1.124985306529658891e+00 1.139361326506022953e+00 1.161941210470480712e+00 1.229931216478686862e+00 1.217655979226073493e+00 1.287019834799824736e+00 1.244468679995800686e+00 1.269604465990910924e+00 1.297705388644866176e+00 1.369411880264979287e+00 1.364852258643783012e+00 1.400588866139468092e+00 1.432109146209151973e+00 1.396984922047234567e+00 1.371556175516088327e+00 1.330901033530447197e+00 1.236710259511314414e+00 1.263517404373591058e+00 1.137601596554385752e+00 1.064251475659517610e+00 1.037860974612299314e+00 1.024126574876123907e+00 1.047504356237789258e+00 1.066880048535223446e+00 1.087547059327508059e+00 1.117502760914127702e+00 1.133047978347045737e+00 1.147710505304894379e+00 1.151123637012168022e+00 1.155563567220921239e+00 1.154668906495472047e+00 1.153406721206194918e+00 1.128927587375075925e+00 1.107323795080706663e+00 1.082824706525678637e+00 1.041501382363950512e+00 1.011950344521302281e+00 9.725326552766005994e-01 9.423899447235390969e-01 9.092743373581018140e-01 8.973083484549841948e-01 9.086308146507789951e-01 9.621688828719400233e-01 1.075333378518079641e+00 1.220501047471836964e+00 1.269174209330906411e+00 1.338848904995786127e+00 1.377871328316879973e+00 1.378930837042118718e+00 1.359742788847052575e+00 1.330988389113822334e+00 1.303662957469426509e+00 1.274768581617194307e+00 1.257523254647803679e+00 1.246581675860939820e+00 1.223649369445709123e+00 1.228113215709317974e+00 1.209364148054146382e+00 1.205079861583328915e+00 1.201904413449119247e+00 1.210054345773262874e+00 1.204199512842029307e+00 1.188171376818126124e+00 1.195907919262400032e+00 1.190165000791972405e+00 1.204626028881467414e+00 1.198840620015863223e+00 1.203706393420561849e+00 1.200513533015789447e+00 1.196256630671642229e+00 1.208531619233952359e+00 1.194317373820335648e+00 1.191381561698811709e+00 1.194079305984753203e+00 1.208156737179699736e+00 1.205528083834490616e+00 1.202556818417729989e+00 1.206423831700373928e+00 1.193240044562059898e+00 1.208234273698910011e+00 1.199926572915884559e+00 1.195154293370156218e+00 1.195671083302570548e+00 1.201726693826031367e+00 1.198930773425628482e+00 1.201409943544401893e+00 1.200507163352018791e+00 1.193542369394512415e+00 1.198955008121647570e+00 1.203294713730225229e+00 1.207494198999065960e+00 2.696999999999999886e+01
2.448401339999999315e+00 3.295373506764705862e+00 2.207532890052910535e+00 1.899187853694444872e+00 1.848547706638298260e+00 1.512686040116110631e+00 1.480207295180879790e+00 1.548217217149532088e+00 1.385685717657364036e+00 1.267731775594732380e+00 1.298477373821586900e+00 1.306586907983320556e+00 1.357397668838502325e+00 1.378942866725361371e+00 1.465894869532939904e+00 1.422185225731379399e+00 1.454502203788053505e+00 1.454566771542393333e+00 1.563948509564410339e+00 1.553505294025404826e+00 1.598276760400817675e+00 1.636724469518931802e+00 1.582928422369068722e+00 1.544508075928515689e+00 1.506031867798827584e+00 1.393278987443451689e+00 1.428644907654937457e+00 1.291951369558294704e+00 1.208743474838788412e+00 1.175866802111841913e+00 1.155680920351635166e+00 1.174418459471730625e+00 1.196382833474695317e+00 1.214363142998411194e+00 1.241412714189593869e+00 1.261288370464432429e+00 1.274230214578757403e+00 1.279906587544739960e+00 1.282784110008107881e+00 1.280249790996511150e+00 1.278595420052832221e+00 1.248440439489933995e+00 1.223147898658381472e+00 1.194867862812789561e+00 1.151265735890191877e+00 1.116173443826451672e+00 1.074277560979763901e+00 1.047423697868984815e+00 1.017756206353815696e+00 1.008162380531135272e+00 1.023164621423444443e+00 1.083450477267813294e+00 1.206255926671260248e+00 1.378225563313264956e+00 1.422017953536484525e+00 1.506362916589005785e+00 1.541091971264825222e+00 1.559882297385428940e+00 1.533698914751222109e+00 1.509685831951171231e+00 1.477238754111069863e+00 1.446601844528671243e+00 1.422944790466716736e+00 1.412636769459786334e+00 1.389369366010227091e+00 1.380333031246937958e+00 1.369958075233921102e+00 1.363751562620288960e+00 1.354303620066436231e+00 1.364234387779399871e+00 1.356021708560890771e+00 1.338516421924035082e+00 1.346133604019638330e+00 1.340714642234886567e+00 1.352171996925926933e+00 1.352811495269530262e+00 1.350227678440992340e+00 1.350402747665531811e+00 1.347938478610501090e+00 1.358217679599680983e+00 1.345642280899945087e+00 1.340551853673828786e+00 1.346579312303809228e+00 1.358904033457708715e+00 1.356844324574461025e+00 1.349153953302045128e+00 1.356705143628522459e+00 1.340324950903306389e+00 1.356848745636795694e+00 1.349729140105607073e+00 1.344563790702395512e+00 1.345739426682798445e+00 1.353025881779998274e+00 1.347279600202022420e+00 1.349731296357166155e+00 1.355897209328394526e+00 1.344993170807916805e+00 1.351998952322229774e+00 1.360084252056185106e+00 1.363213471748167649e+00 2.996999999999999886e+01
