1.000000000000000000e+00 -4.349972010267952140e-14 0.000000000000000000e+00 6.903481569180513588e+01
1.199999999999999956e+00 1.217870060872290328e-01 1.217377193763187065e-01 1.022554744922656411e+00
1.399999999999999911e+00 2.087777247209950948e-01 2.086932165689417140e-01 1.034728098236526561e+00
1.600000000000000089e+00 2.740207636963197801e-01 2.739098920296629269e-01 1.044002799351091415e+00
1.800000000000000044e+00 3.247653495660166034e-01 3.246339137640563699e-01 1.051303242940502702e+00
2.000000000000000000e+00 3.653610182617741953e-01 3.652131893694897102e-01 1.057198237296820054e+00
2.200000000000000178e+00 3.985756562855757856e-01 3.984143614765641717e-01 1.062057970280972263e+00
2.399999999999999911e+00 4.262545213054104165e-01 4.260820343366161222e-01 1.066132768150912735e+00
2.600000000000000089e+00 4.496750993991167067e-01 4.495145857868065864e-01 1.069547519668498259e+00
2.800000000000000266e+00 4.697498806222935031e-01 4.696189626725339461e-01 1.072447161300029039e+00
3.000000000000000000e+00 4.871480243490467488e-01 4.870401555573673491e-01 1.074980932578659232e+00
3.200000000000000178e+00 5.023714001099558457e-01 5.022818929776368124e-01 1.077212573113447869e+00
3.400000000000000355e+00 5.158037904872284640e-01 5.157290647720969012e-01 1.079192547728460516e+00
3.600000000000000089e+00 5.277436930448041741e-01 5.276811081475991649e-01 1.080960550997006164e+00
3.800000000000000266e+00 5.384267637542141660e-01 5.383742974512468749e-01 1.082548571639388779e+00
4.000000000000000000e+00 5.480415273926830810e-01 5.479975090212834132e-01 1.083982737817015263e+00
4.200000000000000178e+00 5.567405992560595651e-01 5.567037060807458193e-01 1.085284237363819182e+00
4.400000000000000355e+00 5.646488464045837929e-01 5.646181021965832603e-01 1.086470406661307786e+00
4.600000000000000533e+00 5.718694198880189816e-01 5.718439372508703489e-01 1.087556034650321690e+00
4.799999999999999822e+00 5.784882789145011639e-01 5.784673767600716499e-01 1.088553249145592483e+00
5.000000000000000000e+00 5.845776292188646917e-01 5.845607421941634296e-01 1.089472393755489099e+00
5.200000000000000178e+00 5.901985679613542812e-01 5.901851964541268147e-01 1.090322313824560574e+00
5.400000000000000355e+00 5.954031408710668272e-01 5.953928523215067381e-01 1.091110548141694059e+00
5.600000000000000533e+00 6.002359585729426517e-01 6.002284558711180606e-01 1.091843436157944325e+00
