1.000000000000000000e+00 -2.709858065864814039e-13 0.000000000000000000e+00 2.386735949781649651e+03
1.199999999999999956e+00 1.826896501454245703e-01 1.827780967190737738e-01 9.540360605444567765e-01
1.399999999999999911e+00 3.131822573923500053e-01 3.133338602641955739e-01 9.653936937773681670e-01
1.600000000000000089e+00 4.110517128275441578e-01 4.112506353990502128e-01 9.740472157334157943e-01
1.800000000000000044e+00 4.871724003882504928e-01 4.874082270771535330e-01 9.808582461208895653e-01
2.000000000000000000e+00 5.480689504368158049e-01 5.483342554597940843e-01 9.863583310647477953e-01
2.200000000000000178e+00 5.978934004765509291e-01 5.981828241403599478e-01 9.908923599187506870e-01
2.399999999999999911e+00 6.394137755096636067e-01 6.397233385263101368e-01 9.946940744386386646e-01
2.600000000000000089e+00 6.745464005376820005e-01 6.748728375581792838e-01 9.979278329023980598e-01
2.800000000000000266e+00 7.046600791331263380e-01 7.050012301993949793e-01 1.000711441906509513e+00
3.000000000000000000e+00 7.307586005825114084e-01 7.311123406191351037e-01 1.003133253438525330e+00
3.200000000000000178e+00 7.535948068507233311e-01 7.539594982342749940e-01 1.005259372098378234e+00
3.400000000000000355e+00 7.737444006167926158e-01 7.741189862013115874e-01 1.007140446191971517e+00
3.600000000000000089e+00 7.916551506310766095e-01 7.920384191855575073e-01 1.008816911412296680e+00
3.800000000000000266e+00 8.076805585385937736e-01 8.080715343636781789e-01 1.010320377256182400e+00
4.000000000000000000e+00 8.221034256553590991e-01 8.225014352414794505e-01 1.011676116753869703e+00
4.200000000000000178e+00 8.351526863800516898e-01 8.355568465158043079e-01 1.012905238175660916e+00
4.400000000000000355e+00 8.470156506752266612e-01 8.474255517270649074e-01 1.014024284701702694e+00
4.600000000000000533e+00 8.578470528577778476e-01 8.582621956068161584e-01 1.015047560116098424e+00
4.799999999999999822e+00 8.677758381917830555e-01 8.681957858276768691e-01 1.015986852215488678e+00
5.000000000000000000e+00 8.769103206990678245e-01 8.773346888218012118e-01 1.016852090870696834e+00
5.200000000000000178e+00 8.853421507057922524e-01 8.857707764856991295e-01 1.017651496516288168e+00
5.400000000000000355e+00 8.931494007120185374e-01 8.935816275236148076e-01 1.018392873062449633e+00
5.600000000000000533e+00 9.003989900035144212e-01 9.008347251241630715e-01 1.019081789037888708e+00
5.800000000000000711e+00 9.071486076197347037e-01 9.075877905108377108e-01 1.019723581891081921e+00
6.000000000000000000e+00 9.134482507282070118e-01 9.138904834127972165e-01 2.151499164082927518e+00
6.000000000000000000e+00 9.912795396155535954e+00 9.917594533805543122e+00 1.982572088850561021e-01
6.200000000000000178e+00 9.918688610676365869e+00 9.923882341872749535e+00 4.201028276900602987e-01
6.400000000000000355e+00 9.924213499289642471e+00 9.929412111277205355e+00 4.204862709313230695e-01
6.599999999999999645e+00 9.929403546168780181e+00 9.934604610914339773e+00 4.208467433202164321e-01
6.799999999999999822e+00 9.934288296172677946e+00 9.939492185099293664e+00 4.211861472460075029e-01
7.000000000000000000e+00 9.938893917604922024e+00 9.944098229687121204e+00 4.215063918019628653e-01
7.200000000000000178e+00 9.943243671179818222e+00 9.948452251932764057e+00 4.218088061238868258e-01
7.400000000000000355e+00 9.947358302939857566e+00 9.952567046683927998e+00 4.220951500398389955e-01
7.599999999999999645e+00 9.951256375133576526e+00 9.956469152339273876e+00 4.223663592916359066e-01
7.799999999999999822e+00 9.954954546189156872e+00 9.960167267699462812e+00 4.226239156363578164e-01
8.000000000000000000e+00 9.958467808691960244e+00 9.963682368822487589e+00 4.228685956908405652e-01
8.199999999999999289e+00 9.961809692536089500e+00 9.967027998769843578e+00 4.231013293651355589e-01
8.400000000000000355e+00 9.964992439054306317e+00 9.970210417202125086e+00 4.233232130153383177e-01
8.599999999999999645e+00 9.968027150850746310e+00 9.973248713413552125e+00 4.235346720964708878e-01
8.800000000000000711e+00 9.970923921201894302e+00 9.976145046666132998e+00 4.237367389279776964e-01
9.000000000000000000e+00 9.973691946204100489e+00 9.978914478971308455e+00 4.239297983519712543e-01
9.199999999999999289e+00 9.976339622293169285e+00 9.981565538997434928e+00 4.241144238314272230e-01
9.400000000000000355e+00 9.978874631314617716e+00 9.984101794892989545e+00 4.242913202442806231e-01
9.599999999999999645e+00 9.981304014960171500e+00 9.986530533583854563e+00 4.244609633689309103e-01
9.800000000000000711e+00 9.983634240089580558e+00 9.988861978316673884e+00 4.246236402338961491e-01
1.000000000000000000e+01 9.985871256213814107e+00 9.991101958645964842e+00 4.247797670253136149e-01
1.020000000000000107e+01 9.988020546215528483e+00 9.993252582067656320e+00 4.249298662762363565e-01
1.040000000000000036e+01 9.990087171217176376e+00 9.995320290735561386e+00 4.250742293056425924e-01
1.059999999999999964e+01 9.992075810369705380e+00 9.997307968855935201e+00 4.252132561927562948e-01
1.080000000000000071e+01 9.993990796220289852e+00 9.999225960324181983e+00 4.253469911223273781e-01
1.100000000000000000e+01 9.995836146221760643e+00 1.000067348736344819e+01 2.010981191464687456e-01
1.100000000000000000e+01 9.551579949642382550e-01 9.556582407894931297e-01 2.104430791958965763e+00
1.119999999999999929e+01 9.569374396085146284e-01 9.574006314000579332e-01 9.943444503061089623e-01
1.140000000000000036e+01 9.586544475986056302e-01 9.591840656498893392e-01 9.945100139575000497e-01
1.159999999999999964e+01 9.603122484166246586e-01 9.608428224230735060e-01 9.947352871256307516e-01
1.180000000000000071e+01 9.619138525967447784e-01 9.624453431962637362e-01 9.949527506362384477e-01
1.200000000000000000e+01 9.634620699708608127e-01 9.639944683838420625e-01 9.951627752719136577e-01
1.219999999999999929e+01 9.649595261195960116e-01 9.654928287101212092e-01 9.953657311132619867e-01
1.240000000000000036e+01 9.664086772312752149e-01 9.669427854939843803e-01 9.955620663826483252e-01
1.259999999999999964e+01 9.678118235457583429e-01 9.683468186313947124e-01 9.957519236830866260e-01
1.280000000000000071e+01 9.691711215379137379e-01 9.697069189116260812e-01 9.959357802255609515e-01
1.300000000000000000e+01 9.704885949764645581e-01 9.710250850668142863e-01 9.961139487720822583e-01
1.319999999999999929e+01 9.717661449774833704e-01 9.723034076929515379e-01 9.962865043409050436e-01
1.340000000000000036e+01 9.730055591575762497e-01 9.735436087296687191e-01 9.964537675214213408e-01
1.359999999999999964e+01 9.742085199794311423e-01 9.747472636013165825e-01 9.966160856533881063e-01
1.380000000000000071e+01 9.753766123716670622e-01 9.759160364060120996e-01 9.967736013289505426e-01
1.400000000000000000e+01 9.765113306955534034e-01 9.770514350881035481e-01 9.969265113348373397e-01
1.419999999999999929e+01 9.776140851229921935e-01 9.781547748252211738e-01 9.970751110631410619e-01
1.440000000000000036e+01 9.786862074830021685e-01 9.792275655596532902e-01 9.972194061447189339e-01
1.459999999999999964e+01 9.797289566276693451e-01 9.802709038530206254e-01 9.973597387565359407e-01
1.480000000000000071e+01 9.807435233630212856e-01 9.812860480241352157e-01 9.974962071143672615e-01
1.500000000000000000e+01 9.817310349854303508e-01 9.822741381625471613e-01 9.976289561706701559e-01
1.520000000000000107e+01 9.826925594598814317e-01 9.832362450557410316e-01 9.977581325618073427e-01
1.540000000000000036e+01 9.836291092726583418e-01 9.841733821703825269e-01 9.978838768833913075e-01
1.559999999999999964e+01 9.845416449876719378e-01 9.850864120696795068e-01 9.980064226130884730e-01
1.580000000000000071e+01 9.854310785326849675e-01 9.859763242184718113e-01 9.981258182940251356e-01
1.600000000000000000e+01 9.862982762390728464e-01 9.868440995572269614e-01 9.982420687395530123e-01
1.619999999999999929e+01 9.871440616564139958e-01 9.876903902245999234e-01 9.983554621447381372e-01
1.639999999999999858e+01 9.879692181611371415e-01 9.885160406233782782e-01 9.984660457179316273e-01
1.660000000000000142e+01 9.887744913765896815e-01 9.893217107721472559e-01 9.985740095061106381e-01
1.680000000000000071e+01 9.895605914202459941e-01 9.901082883964530401e-01 9.986792728057104496e-01
1.700000000000000000e+01 9.903281949922866367e-01 9.908763928585008207e-01 9.987819875041042961e-01
1.719999999999999929e+01 9.910779473184659905e-01 9.916265574446425646e-01 9.988823558874839748e-01
1.739999999999999858e+01 9.918104639589860883e-01 9.923594695001728416e-01 9.989803908182691705e-01
1.760000000000000142e+01 9.925263324940397647e-01 9.930757335745018510e-01 9.990761565545007716e-01
1.780000000000000071e+01 9.932261140957213685e-01 9.937760144118172878e-01 9.991696266089666878e-01
1.800000000000000000e+01 9.939103449951435243e-01 9.944605771234161784e-01 9.992611477380309859e-01
1.819999999999999929e+01 9.945795378528199393e-01 9.951301626451477533e-01 9.993505612305878527e-01
1.840000000000000213e+01 9.952341830396773670e-01 9.957852207472663864e-01 9.994379756474807142e-01
1.860000000000000142e+01 9.958747498354197925e-01 9.964261110233906260e-01 9.995235657976698773e-01
1.880000000000000071e+01 9.965016875504014715e-01 9.970534521095786307e-01 9.996072237255516635e-01
1.900000000000000000e+01 9.971154265766468683e-01 9.976675212069874288e-01 9.996891623674849514e-01
1.919999999999999929e+01 9.977163793731786967e-01 9.982688880438800316e-01 9.997692808996373470e-01
1.940000000000000213e+01 9.983049413904007130e-01 9.988577925930453016e-01 9.998477895061766985e-01
1.960000000000000142e+01 9.988814919378834478e-01 9.994346700138573292e-01 9.999246843702693788e-01
1.980000000000000071e+01 9.994463949995583407e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+01 9.999999999999998890e-01 1.000627756886157904e+00 1.000000000000000000e+00
