1.000000000000000000e+00 -5.421010862427522170e-20 0.000000000000000000e+00 9.286103952607579259e+00 0.000000000000000000e+00
1.018999999999999906e+00 1.376901317054973067e-02 1.376824246956094046e-02 1.105989298293620804e+00 0.000000000000000000e+00
1.038000000000000034e+00 2.703395842132240434e-02 2.703244523383239659e-02 1.106178035105991997e+00 0.000000000000000000e+00
1.056999999999999940e+00 3.982201822268756353e-02 3.981979587593133946e-02 1.106359843757925177e+00 0.000000000000000000e+00
1.076000000000000068e+00 5.215845509357606297e-02 5.215554033584173660e-02 1.106535531806843720e+00 0.000000000000000000e+00
1.094999999999999973e+00 6.406677817260923724e-02 6.406320279212929236e-02 1.106704994153841604e+00 0.000000000000000000e+00
1.114000000000000101e+00 7.556889274334753492e-02 7.556466974605120790e-02 1.106868873998873237e+00 0.000000000000000000e+00
1.133000000000000007e+00 8.668523471463998598e-02 8.668039050561365810e-02 1.107027207760521437e+00 0.000000000000000000e+00
1.151999999999999913e+00 9.743489179301709213e-02 9.742943799300624041e-02 1.107180448730321620e+00 0.000000000000000000e+00
1.171000000000000041e+00 1.078357128586230895e-01 1.078296839349906083e-01 1.107328574323661163e+00 0.000000000000000000e+00
1.189999999999999947e+00 1.179044068631211195e-01 1.178978269613116109e-01 1.107471953332275216e+00 0.000000000000000000e+00
1.209000000000000075e+00 1.276566324022392340e-01 1.276495082748117516e-01 1.107610958360355946e+00 0.000000000000000000e+00
1.227999999999999980e+00 1.371070789729499362e-01 1.370994045703440856e-01 1.107745869464328736e+00 0.000000000000000000e+00
1.247000000000000108e+00 1.462695408021589816e-01 1.462613668388003108e-01 1.107876410718313887e+00 0.000000000000000000e+00
1.266000000000000014e+00 1.551569840273226975e-01 1.551483133971158501e-01 1.108003151381065754e+00 0.000000000000000000e+00
1.284999999999999920e+00 1.637816079170660855e-01 1.637724677421033004e-01 1.108126078706891837e+00 0.000000000000000000e+00
1.304000000000000048e+00 1.721549007396971087e-01 1.721452645776753165e-01 1.108245707855915807e+00 0.000000000000000000e+00
1.322999999999999954e+00 1.802876908176487269e-01 1.802776157726906359e-01 1.108361637750562512e+00 0.000000000000000000e+00
1.342000000000000082e+00 1.881901932449554504e-01 1.881796595657239390e-01 1.108474498587051382e+00 0.000000000000000000e+00
1.360999999999999988e+00 1.958720526915997406e-01 1.958610889907312635e-01 1.108584125960895728e+00 0.000000000000000000e+00
1.379999999999999893e+00 2.033423826718230021e-01 2.033310008703630156e-01 1.108690748236217161e+00 0.000000000000000000e+00
1.399000000000000021e+00 2.106098016126015382e-01 2.105980321463413463e-01 1.108794387295570338e+00 0.000000000000000000e+00
1.417999999999999927e+00 2.176824660223915797e-01 2.176702966691675678e-01 1.108895383244098420e+00 0.000000000000000000e+00
1.437000000000000055e+00 2.245681010285613954e-01 2.245565450954827569e-01 1.108988766896204181e+00 0.000000000000000000e+00
1.455999999999999961e+00 2.312740285238064630e-01 2.312621261740029910e-01 1.109084532470595796e+00 0.000000000000000000e+00
1.475000000000000089e+00 2.378071931371920356e-01 2.377949276406003953e-01 1.109177960942135055e+00 0.000000000000000000e+00
1.493999999999999995e+00 2.441741862234834415e-01 2.441616356667567211e-01 1.109268704029716890e+00 0.000000000000000000e+00
1.512999999999999901e+00 2.503812680449366557e-01 2.503684028562100927e-01 1.109357350117214480e+00 0.000000000000000000e+00
1.532000000000000028e+00 2.564343883025004822e-01 2.564212133825119477e-01 1.109443820117274271e+00 0.000000000000000000e+00
1.550999999999999934e+00 2.623392051579376272e-01 2.623256743808886071e-01 1.109528407798874960e+00 0.000000000000000000e+00
1.570000000000000062e+00 2.681011028747357083e-01 2.680873016868834391e-01 1.109610629096094758e+00 0.000000000000000000e+00
1.588999999999999968e+00 2.737252081933960746e-01 2.737111174903735233e-01 1.109691000245079717e+00 0.000000000000000000e+00
1.608000000000000096e+00 2.792164055457907468e-01 2.792020042497012633e-01 1.109769590648677973e+00 0.000000000000000000e+00
1.627000000000000002e+00 2.845793512034822115e-01 2.845646824079831050e-01 1.109846208853360494e+00 0.000000000000000000e+00
1.645999999999999908e+00 2.898184864461501031e-01 2.898035963421180528e-01 1.109920913155142408e+00 0.000000000000000000e+00
1.665000000000000036e+00 2.949380498283919461e-01 2.949228714412001073e-01 1.109994196561333801e+00 0.000000000000000000e+00
1.683999999999999941e+00 2.999420886161269229e-01 2.999266183459263213e-01 1.110065866888899633e+00 0.000000000000000000e+00
1.703000000000000069e+00 3.048344694574077751e-01 3.048187468996207961e-01 1.110135819520304601e+00 0.000000000000000000e+00
1.721999999999999975e+00 3.096188883468365405e-01 3.096029189862116726e-01 1.110204234549843738e+00 0.000000000000000000e+00
