125.89254117941675	fksmallx[3., 5., -10., 0.007943282347242814]/klim0[3., 5., -10.]
131.82567385564073	fksmallx[3., 5., -10., 0.007585775750291836]/klim0[3., 5., -10.]
138.03842646028852	fksmallx[3., 5., -10., 0.007244359600749898]/klim0[3., 5., -10.]
144.5439770745928	fksmallx[3., 5., -10., 0.006918309709189363]/klim0[3., 5., -10.]
151.35612484362088	fksmallx[3., 5., -10., 0.006606934480075957]/klim0[3., 5., -10.]
158.48931924611142	fksmallx[3., 5., -10., 0.00630957344480193]/klim0[3., 5., -10.]
165.95869074375614	fksmallx[3., 5., -10., 0.006025595860743574]/klim0[3., 5., -10.]
173.78008287493762	fksmallx[3., 5., -10., 0.005754399373371567]/klim0[3., 5., -10.]
181.97008586099844	fksmallx[3., 5., -10., 0.005495408738576243]/klim0[3., 5., -10.]
190.54607179632484	fksmallx[3., 5., -10., 0.005248074602497723]/klim0[3., 5., -10.]
199.52623149688807	fksmallx[3., 5., -10., 0.005011872336272719]/klim0[3., 5., -10.]
208.92961308540407	fksmallx[3., 5., -10., 0.00478630092322638]/klim0[3., 5., -10.]
218.7761623949554	fksmallx[3., 5., -10., 0.004570881896148747]/klim0[3., 5., -10.]
229.08676527677724	fksmallx[3., 5., -10., 0.004365158322401661]/klim0[3., 5., -10.]
239.88329190194898	fksmallx[3., 5., -10., 0.004168693834703355]/klim0[3., 5., -10.]
251.18864315095797	fksmallx[3., 5., -10., 0.003981071705534973]/klim0[3., 5., -10.]
263.02679918953817	fksmallx[3., 5., -10., 0.0038018939632056127]/klim0[3., 5., -10.]
275.4228703338166	fksmallx[3., 5., -10., 0.003630780547701014]/klim0[3., 5., -10.]
288.40315031266056	fksmallx[3., 5., -10., 0.0034673685045253167]/klim0[3., 5., -10.]
301.9951720402016	fksmallx[3., 5., -10., 0.003311311214825911]/klim0[3., 5., -10.]
316.22776601683796	fksmallx[3., 5., -10., 0.0031622776601683794]/klim0[3., 5., -10.]
331.1311214825911	fksmallx[3., 5., -10., 0.003019951720402016]/klim0[3., 5., -10.]
346.73685045253166	fksmallx[3., 5., -10., 0.0028840315031266055]/klim0[3., 5., -10.]
363.0780547701014	fksmallx[3., 5., -10., 0.002754228703338166]/klim0[3., 5., -10.]
380.1893963205613	fksmallx[3., 5., -10., 0.0026302679918953813]/klim0[3., 5., -10.]
398.1071705534973	fksmallx[3., 5., -10., 0.0025118864315095794]/klim0[3., 5., -10.]
416.8693834703355	fksmallx[3., 5., -10., 0.00239883291901949]/klim0[3., 5., -10.]
436.5158322401661	fksmallx[3., 5., -10., 0.0022908676527677724]/klim0[3., 5., -10.]
457.0881896148752	fksmallx[3., 5., -10., 0.002187761623949552]/klim0[3., 5., -10.]
478.6300923226385	fksmallx[3., 5., -10., 0.0020892961308540386]/klim0[3., 5., -10.]
501.18723362727246	fksmallx[3., 5., -10., 0.001995262314968879]/klim0[3., 5., -10.]
524.8074602497728	fksmallx[3., 5., -10., 0.0019054607179632462]/klim0[3., 5., -10.]
549.5408738576248	fksmallx[3., 5., -10., 0.0018197008586099826]/klim0[3., 5., -10.]
575.4399373371573	fksmallx[3., 5., -10., 0.0017378008287493745]/klim0[3., 5., -10.]
602.5595860743581	fksmallx[3., 5., -10., 0.0016595869074375598]/klim0[3., 5., -10.]
630.9573444801937	fksmallx[3., 5., -10., 0.0015848931924611126]/klim0[3., 5., -10.]
660.6934480075964	fksmallx[3., 5., -10., 0.0015135612484362072]/klim0[3., 5., -10.]
691.8309709189369	fksmallx[3., 5., -10., 0.0014454397707459265]/klim0[3., 5., -10.]
724.4359600749906	fksmallx[3., 5., -10., 0.0013803842646028838]/klim0[3., 5., -10.]
758.5775750291835	fksmallx[3., 5., -10., 0.0013182567385564075]/klim0[3., 5., -10.]
794.3282347242813	fksmallx[3., 5., -10., 0.0012589254117941675]/klim0[3., 5., -10.]
831.7637711026708	fksmallx[3., 5., -10., 0.001202264434617413]/klim0[3., 5., -10.]
870.9635899560806	fksmallx[3., 5., -10., 0.0011481536214968829]/klim0[3., 5., -10.]
912.0108393559096	fksmallx[3., 5., -10., 0.0010964781961431851]/klim0[3., 5., -10.]
954.992586021436	fksmallx[3., 5., -10., 0.0010471285480508996]/klim0[3., 5., -10.]
1000.	fksmallx[3., 5., -10., 0.001]/klim0[3., 5., -10.]
1047.1285480508996	fksmallx[3., 5., -10., 0.0009549925860214359]/klim0[3., 5., -10.]
1096.4781961431852	fksmallx[3., 5., -10., 0.0009120108393559096]/klim0[3., 5., -10.]
1148.1536214968828	fksmallx[3., 5., -10., 0.0008709635899560805]/klim0[3., 5., -10.]
1202.2644346174131	fksmallx[3., 5., -10., 0.0008317637711026709]/klim0[3., 5., -10.]
1258.9254117941675	fksmallx[3., 5., -10., 0.0007943282347242813]/klim0[3., 5., -10.]
1318.2567385564075	fksmallx[3., 5., -10., 0.0007585775750291836]/klim0[3., 5., -10.]
1380.3842646028852	fksmallx[3., 5., -10., 0.0007244359600749898]/klim0[3., 5., -10.]
1445.439770745928	fksmallx[3., 5., -10., 0.0006918309709189362]/klim0[3., 5., -10.]
1513.5612484362086	fksmallx[3., 5., -10., 0.0006606934480075957]/klim0[3., 5., -10.]
1584.893192461114	fksmallx[3., 5., -10., 0.000630957344480193]/klim0[3., 5., -10.]
1659.5869074375614	fksmallx[3., 5., -10., 0.0006025595860743575]/klim0[3., 5., -10.]
1737.8008287493763	fksmallx[3., 5., -10., 0.0005754399373371566]/klim0[3., 5., -10.]
1819.7008586099844	fksmallx[3., 5., -10., 0.0005495408738576242]/klim0[3., 5., -10.]
1905.4607179632483	fksmallx[3., 5., -10., 0.0005248074602497723]/klim0[3., 5., -10.]
1995.262314968881	fksmallx[3., 5., -10., 0.000501187233627272]/klim0[3., 5., -10.]
2089.2961308540407	fksmallx[3., 5., -10., 0.00047863009232263805]/klim0[3., 5., -10.]
2187.761623949554	fksmallx[3., 5., -10., 0.0004570881896148747]/klim0[3., 5., -10.]
2290.867652767775	fksmallx[3., 5., -10., 0.0004365158322401656]/klim0[3., 5., -10.]
2398.83291901949	fksmallx[3., 5., -10., 0.0004168693834703355]/klim0[3., 5., -10.]
2511.88643150958	fksmallx[3., 5., -10., 0.00039810717055349735]/klim0[3., 5., -10.]
2630.2679918953813	fksmallx[3., 5., -10., 0.00038018939632056124]/klim0[3., 5., -10.]
2754.2287033381663	fksmallx[3., 5., -10., 0.0003630780547701014]/klim0[3., 5., -10.]
2884.031503126606	fksmallx[3., 5., -10., 0.0003467368504525317]/klim0[3., 5., -10.]
3019.9517204020162	fksmallx[3., 5., -10., 0.0003311311214825911]/klim0[3., 5., -10.]
3162.2776601683795	fksmallx[3., 5., -10., 0.00031622776601683794]/klim0[3., 5., -10.]
3311.311214825911	fksmallx[3., 5., -10., 0.0003019951720402016]/klim0[3., 5., -10.]
3467.368504525317	fksmallx[3., 5., -10., 0.00028840315031266055]/klim0[3., 5., -10.]
3630.780547701014	fksmallx[3., 5., -10., 0.0002754228703338166]/klim0[3., 5., -10.]
3801.8939632056126	fksmallx[3., 5., -10., 0.00026302679918953814]/klim0[3., 5., -10.]
3981.0717055349733	fksmallx[3., 5., -10., 0.00025118864315095795]/klim0[3., 5., -10.]
4168.693834703355	fksmallx[3., 5., -10., 0.000239883291901949]/klim0[3., 5., -10.]
4365.158322401661	fksmallx[3., 5., -10., 0.00022908676527677723]/klim0[3., 5., -10.]
4570.881896148751	fksmallx[3., 5., -10., 0.00021877616239495518]/klim0[3., 5., -10.]
4786.300923226385	fksmallx[3., 5., -10., 0.00020892961308540387]/klim0[3., 5., -10.]
5011.872336272725	fksmallx[3., 5., -10., 0.00019952623149688788]/klim0[3., 5., -10.]
5248.074602497728	fksmallx[3., 5., -10., 0.00019054607179632462]/klim0[3., 5., -10.]
5495.408738576249	fksmallx[3., 5., -10., 0.00018197008586099826]/klim0[3., 5., -10.]
5754.399373371572	fksmallx[3., 5., -10., 0.00017378008287493744]/klim0[3., 5., -10.]
6025.5958607435805	fksmallx[3., 5., -10., 0.00016595869074375596]/klim0[3., 5., -10.]
6309.573444801937	fksmallx[3., 5., -10., 0.00015848931924611126]/klim0[3., 5., -10.]
6606.9344800759645	fksmallx[3., 5., -10., 0.00015135612484362072]/klim0[3., 5., -10.]
6918.30970918937	fksmallx[3., 5., -10., 0.00014454397707459266]/klim0[3., 5., -10.]
7244.359600749906	fksmallx[3., 5., -10., 0.00013803842646028838]/klim0[3., 5., -10.]
7585.775750291844	fksmallx[3., 5., -10., 0.0001318256738556406]/klim0[3., 5., -10.]
7943.282347242814	fksmallx[3., 5., -10., 0.00012589254117941674]/klim0[3., 5., -10.]
8317.63771102671	fksmallx[3., 5., -10., 0.00012022644346174131]/klim0[3., 5., -10.]
8709.635899560806	fksmallx[3., 5., -10., 0.0001148153621496883]/klim0[3., 5., -10.]
9120.108393559096	fksmallx[3., 5., -10., 0.00010964781961431851]/klim0[3., 5., -10.]
9549.92586021436	fksmallx[3., 5., -10., 0.00010471285480508996]/klim0[3., 5., -10.]
10000.	fksmallx[3., 5., -10., 0.0001]/klim0[3., 5., -10.]
